number,stpost,state,fip,year,id,V Mean,V.sd,V.lo,V.up,V Median,S,eg,eg.sd,eg.lo,eg.up,abs_eg,avg_eg,lag_eg,mcg_eg,bias,mmd,unc,majwin,dwin,plan,plancode,planelections,n,wrongwin,popdeviation,firstelection,commission,court,unified,divided,unified_dem,unified_rep,non-unified,pop_black,pop_hisp,seats_black,seats_hisp,urbanization,control
288,ME,Maine,23,1998,ME1998,0.526,0.4,51.9,53.2,0.514,0.527,-0.025,0.007,-0.038,-0.011,0.025,0.001,-0.016,-0.024,-0.013,-0.012,38,150,79,3,ME3,5,151,,,0,0,1,0,0,0,0,1,0.005,0.007,0.000,0.000,0.407,0
289,ME,Maine,23,2000,ME2000,0.528,0.4,52.1,53.6,0.542,0.593,0.037,0.008,0.021,0.052,0.037,0.001,-0.025,0.038,0.033,0.014,47,150,89,3,ME3,5,151,,,0,0,1,0,0,0,0,1,0.005,0.007,0.000,0.000,0.402,0
290,ME,Maine,23,2002,ME2002,0.516,0.3,51.1,52.1,0.526,0.544,0.012,0.005,0.002,0.023,0.012,0.001,0.037,0.022,0.017,0.010,27,147,80,4,ME3,5,151,,,0,0,1,0,0,0,0,1,0.006,0.008,0.000,0.000,0.399,0
291,ME,Maine,23,2004,ME2004,0.527,0.1,52.4,52.8,0.503,0.510,-0.043,0.002,-0.047,-0.038,0.043,0.009,0.012,-0.039,-0.044,-0.024,8,149,76,4,ME4,5,151,,,1,0,0,0,1,0,0,1,0.007,0.009,0.000,0.000,0.396,0
292,ME,Maine,23,2006,ME2006,0.542,0.2,54.0,54.6,0.526,0.597,0.013,0.003,0.006,0.018,0.013,0.009,-0.043,0.016,-0.037,-0.016,9,149,89,4,ME4,5,151,,,0,0,0,0,1,0,0,1,0.009,0.011,0.000,0.000,0.393,0
293,ME,Maine,23,2008,ME2008,0.558,0.2,55.3,56.2,0.562,0.640,0.025,0.004,0.016,0.033,0.025,0.009,0.013,0.028,0.027,0.005,22,150,96,4,ME4,5,151,,,0,0,0,0,1,0,0,1,0.010,0.012,0.000,0.000,0.390,0
294,ME,Maine,23,2010,ME2010,0.490,0.1,48.8,49.3,0.483,0.487,0.006,0.003,0.001,0.011,0.006,0.009,0.025,0.008,-0.007,-0.007,10,150,73,4,ME4,5,151,,,0,0,0,0,1,0,0,1,0.011,0.013,0.000,0.000,0.387,0
295,ME,Maine,23,2012,ME2012,0.532,0.2,52.9,53.5,0.529,0.605,0.042,0.003,0.036,0.048,0.042,0.009,0.006,0.038,-0.010,-0.003,13,147,89,5,ME4,5,151,,0.099,0,0,0,0,1,0,0,1,0.012,0.014,0.000,0.007,0.384,0
296,ME,Maine,23,2014,ME2014,0.513,0.2,50.9,51.7,0.512,0.537,0.011,0.004,0.003,0.020,0.011,0.011,0.042,,-0.010,-0.001,24,147,79,5,ME5,1,151,,,1,0,0,0,1,0,0,1,0.013,0.015,0.007,0.000,0.381,0
297,MA,Massachusetts,25,1974,MA1974,0.629,0.7,61.7,64.3,0.677,0.806,0.047,0.014,0.019,0.072,0.047,0.037,,0.041,0.112,0.048,153,237,191,1,MA1,2,240,,,1,0,0,1,0,1,0,0,0.033,0.017,0.029,0.000,0.843,1
298,MA,Massachusetts,25,1976,MA1976,0.646,0.8,63.2,66.1,0.686,0.819,0.026,0.015,-0.003,0.055,0.026,0.037,0.047,0.062,0.137,0.039,165,237,194,1,MA1,2,240,,,0,0,0,1,0,1,0,0,0.034,0.020,0.033,0.000,0.841,1
299,MA,Massachusetts,25,1978,MA1978,0.648,0.7,63.5,66.1,0.687,0.809,0.012,0.014,-0.014,0.039,0.012,0.020,0.026,0.074,0.073,0.039,85,157,127,1,MA2,5,160,,,1,0,0,1,0,1,0,0,0.036,0.022,0.031,0.000,0.840,1
300,MA,Massachusetts,25,1980,MA1980,0.634,0.9,61.7,65.1,0.684,0.805,0.038,0.017,0.003,0.070,0.038,0.020,0.012,0.126,0.079,0.051,98,159,128,1,MA2,5,160,,,0,0,0,1,0,1,0,0,0.037,0.025,0.031,0.000,0.838,1
301,MA,Massachusetts,25,1982,MA1982,0.642,0.7,62.7,65.7,0.696,0.819,0.034,0.015,0.005,0.065,0.034,0.020,0.038,0.060,0.225,0.054,103,160,131,2,MA2,5,160,,,0,0,0,1,0,1,0,0,0.039,0.030,0.031,0.000,0.851,1
302,MA,Massachusetts,25,1984,MA1984,0.637,0.8,62.2,65.3,0.688,0.792,0.018,0.016,-0.014,0.048,0.018,0.020,0.034,0.070,0.154,0.051,102,159,126,2,MA2,5,160,,,0,0,0,1,0,1,0,0,0.041,0.034,0.031,0.000,0.865,1
303,MA,Massachusetts,25,1986,MA1986,0.647,1.0,62.7,66.6,0.697,0.792,-0.001,0.020,-0.039,0.038,0.001,0.020,0.018,0.058,0.179,0.050,122,159,126,2,MA2,5,160,,,0,0,0,1,0,1,0,0,0.042,0.039,0.038,0.000,0.878,1
304,MA,Massachusetts,25,1988,MA1988,0.654,1.0,63.6,67.3,0.697,0.806,-0.002,0.020,-0.039,0.035,0.002,0.043,-0.001,0.063,0.169,0.043,110,160,129,2,MA3,4,160,,,1,0,0,1,0,1,0,0,0.044,0.043,0.038,0.006,0.892,1
305,MA,Massachusetts,25,1990,MA1990,0.583,0.6,57.2,59.6,0.615,0.759,0.093,0.012,0.067,0.115,0.093,0.043,-0.002,0.070,0.095,0.032,56,158,120,2,MA3,4,160,,,0,0,0,1,0,1,0,0,0.046,0.048,0.031,0.006,0.905,1
306,MA,Massachusetts,25,1992,MA1992,0.619,0.6,60.8,63.2,0.645,0.780,0.041,0.012,0.015,0.063,0.041,0.043,0.093,0.050,0.148,0.026,73,159,124,3,MA3,4,160,,,0,0,0,1,0,1,0,0,0.047,0.052,0.044,0.000,0.907,1
307,MA,Massachusetts,25,1994,MA1994,0.620,0.8,60.5,63.6,0.644,0.780,0.040,0.015,0.008,0.069,0.040,0.043,0.041,0.081,0.110,0.024,93,159,124,3,MA3,4,160,,,0,0,0,1,0,1,0,0,0.048,0.056,0.044,0.000,0.909,1
308,MA,Massachusetts,25,1996,MA1996,0.627,1.3,60.4,65.3,0.689,0.818,0.063,0.026,0.012,0.110,0.063,0.026,0.040,0.072,0.204,0.061,110,159,130,3,MA4,3,160,,,1,0,0,1,0,1,0,0,0.048,0.060,0.038,0.000,0.910,1
309,MA,Massachusetts,25,1998,MA1998,0.659,1.0,63.8,67.9,0.686,0.824,0.005,0.020,-0.034,0.047,0.005,0.026,0.063,0.061,0.129,0.027,114,159,131,3,MA4,3,160,,,0,0,0,1,0,1,0,0,0.049,0.064,0.031,0.019,0.912,1
310,MA,Massachusetts,25,2000,MA2000,0.671,1.5,64.2,70.2,0.717,0.850,0.009,0.031,-0.054,0.067,0.009,0.026,0.005,0.082,0.213,0.046,113,160,136,3,MA4,3,160,,,0,0,0,1,0,1,0,0,0.050,0.068,0.031,0.019,0.914,1
311,MA,Massachusetts,25,2002,MA2002,0.643,0.8,62.7,65.8,0.686,0.855,0.070,0.016,0.039,0.100,0.070,0.070,0.009,0.091,0.173,0.043,110,159,136,4,MA5,1,160,,,1,0,0,1,0,1,0,0,0.052,0.074,0.031,0.019,0.915,1
312,MA,Massachusetts,25,2004,MA2004,0.677,0.6,66.5,68.8,0.713,0.868,0.014,0.012,-0.009,0.039,0.014,0.025,0.070,0.047,0.173,0.036,76,159,138,4,MA5.1,4,160,,,1,0,0,1,0,1,0,0,0.054,0.079,0.031,0.019,0.916,1
313,MA,Massachusetts,25,2006,MA2006,0.690,0.8,67.3,70.5,0.724,0.881,0.001,0.017,-0.030,0.035,0.001,0.025,0.014,0.030,0.148,0.034,119,159,140,4,MA5.1,4,160,,,0,0,0,1,0,1,0,0,0.056,0.085,0.038,0.025,0.918,1
314,MA,Massachusetts,25,2008,MA2008,0.684,1.0,66.4,70.3,0.718,0.899,0.032,0.020,-0.007,0.071,0.032,0.025,0.001,0.062,0.154,0.034,131,159,143,4,MA5.1,4,160,,,0,0,0,1,0,1,0,0,0.058,0.090,0.038,0.025,0.919,1
315,MA,Massachusetts,25,2010,MA2010,0.624,0.8,60.9,64.1,0.666,0.800,0.052,0.016,0.019,0.083,0.052,0.025,0.032,0.090,0.119,0.043,89,160,128,4,MA5.1,4,160,,,0,0,0,1,0,1,0,0,0.060,0.096,0.038,0.025,0.920,1
316,MA,Massachusetts,25,2012,MA2012,0.683,0.8,66.8,69.8,0.684,0.819,-0.046,0.015,-0.077,-0.017,0.046,0.005,0.052,0.073,0.019,0.002,107,160,131,5,MA6,2,160,,0.097,1,0,0,1,0,1,0,0,0.062,0.102,0.038,0.019,0.921,1
317,MA,Massachusetts,25,2014,MA2014,0.609,0.7,59.7,62.4,0.623,0.775,0.056,0.014,0.028,0.081,0.056,0.005,-0.046,,0.056,0.014,102,160,124,5,MA6,2,160,,,0,0,0,1,0,1,0,0,0.064,0.107,0.031,0.031,0.922,1
318,MI,Michigan,26,1972,MI1972,0.522,0.2,51.9,52.6,0.512,0.545,0.001,0.003,-0.006,0.007,0.001,-0.044,,0.008,-0.018,-0.010,7,110,60,1,MI1,5,110,,,1,0,1,0,0,0,0,1,0.115,0.014,0.109,0.000,0.733,0
319,MI,Michigan,26,1974,MI1974,0.606,0.2,60.3,61.0,0.620,0.600,-0.113,0.004,-0.120,-0.106,0.113,-0.044,0.001,-0.097,0.027,0.013,18,110,66,1,MI1,5,110,,,0,0,1,0,0,0,0,1,0.119,0.015,0.100,0.000,0.727,0
320,MI,Michigan,26,1976,MI1976,0.584,0.2,58.1,58.7,0.597,0.618,-0.049,0.003,-0.055,-0.043,0.049,-0.044,-0.113,-0.040,0.036,0.013,8,110,68,1,MI1,5,110,,,0,0,1,0,0,0,0,1,0.122,0.016,0.118,0.000,0.720,0
321,MI,Michigan,26,1978,MI1978,0.587,0.3,58.2,59.2,0.624,0.636,-0.038,0.006,-0.048,-0.027,0.038,-0.044,-0.049,-0.025,0.045,0.037,18,110,70,1,MI1,5,110,,,0,0,1,0,0,0,0,1,0.126,0.017,0.118,0.000,0.714,0
322,MI,Michigan,26,1980,MI1980,0.552,0.3,54.6,55.8,0.593,0.582,-0.023,0.007,-0.035,-0.009,0.023,-0.044,-0.038,-0.005,0.064,0.041,20,110,64,1,MI1,5,110,,,0,0,1,0,0,0,0,1,0.129,0.018,0.118,0.000,0.707,0
323,MI,Michigan,26,1982,MI1982,0.578,0.3,57.2,58.4,0.555,0.573,-0.083,0.006,-0.095,-0.072,0.083,-0.047,-0.023,-0.077,-0.018,-0.023,22,110,63,2,MI2,5,110,,,1,0,1,0,0,0,0,1,0.131,0.019,0.127,0.000,0.716,0
324,MI,Michigan,26,1984,MI1984,0.504,0.1,50.3,50.6,0.509,0.518,0.010,0.001,0.007,0.013,0.010,-0.047,-0.083,0.016,0.018,0.005,2,110,57,2,MI2,5,110,,,0,0,1,0,0,0,0,1,0.133,0.020,0.127,0.000,0.725,0
325,MI,Michigan,26,1986,MI1986,0.575,0.1,57.3,57.6,0.566,0.582,-0.067,0.001,-0.070,-0.065,0.067,-0.047,0.010,-0.061,-0.009,-0.009,2,110,64,2,MI2,5,110,,,0,0,1,0,0,0,0,1,0.134,0.020,0.118,0.000,0.734,0
326,MI,Michigan,26,1988,MI1988,0.542,0.1,54.1,54.4,0.541,0.555,-0.030,0.002,-0.033,-0.027,0.030,-0.047,-0.067,-0.021,0.000,-0.001,6,110,61,2,MI2,5,110,,,0,0,1,0,0,0,0,1,0.136,0.021,0.118,0.000,0.743,0
327,MI,Michigan,26,1990,MI1990,0.559,0.2,55.6,56.2,0.559,0.555,-0.064,0.003,-0.070,-0.058,0.064,-0.047,-0.030,-0.055,0.000,-0.001,14,110,61,2,MI2,5,110,,,0,0,1,0,0,0,0,1,0.138,0.022,0.109,0.000,0.752,0
328,MI,Michigan,26,1992,MI1992,0.544,0.2,54.0,54.8,0.500,0.500,-0.088,0.004,-0.096,-0.080,0.088,-0.080,-0.064,-0.087,-0.064,-0.044,13,110,55,3,MI3,5,110,,,1,0,1,0,0,0,0,1,0.139,0.024,0.100,0.000,0.751,0
329,MI,Michigan,26,1994,MI1994,0.505,0.0,50.4,50.6,0.484,0.491,-0.019,0.001,-0.021,-0.017,0.019,-0.080,-0.088,-0.006,-0.009,-0.021,1,110,54,3,MI3,5,110,Y,,0,0,1,0,0,0,0,1,0.139,0.026,0.100,0.000,0.750,0
330,MI,Michigan,26,1996,MI1996,0.551,0.0,55.1,55.1,0.529,0.527,-0.075,0.000,-0.075,-0.075,0.075,-0.080,-0.019,-0.063,-0.027,-0.022,0,110,58,3,MI3,5,110,,,0,0,1,0,0,0,0,1,0.140,0.029,0.109,0.000,0.749,0
331,MI,Michigan,26,1998,MI1998,0.531,0.0,53.0,53.1,0.492,0.473,-0.089,0.001,-0.090,-0.087,0.089,-0.080,-0.075,-0.081,-0.055,-0.038,1,110,52,3,MI3,5,110,Y,,0,0,1,0,0,0,0,1,0.140,0.031,0.136,0.018,0.748,0
332,MI,Michigan,26,2000,MI2000,0.550,0.1,54.9,55.1,0.478,0.473,-0.128,0.001,-0.130,-0.125,0.128,-0.080,-0.089,-0.116,-0.045,-0.072,2,110,52,3,MI3,5,110,Y,,0,0,1,0,0,0,0,1,0.141,0.033,0.164,0.018,0.747,0
333,MI,Michigan,26,2002,MI2002,0.523,0.0,52.2,52.4,0.456,0.427,-0.120,0.001,-0.121,-0.118,0.120,-0.103,-0.128,-0.079,-0.109,-0.068,1,110,47,4,MI4,5,110,Y,,1,0,0,1,0,0,1,0,0.141,0.035,0.118,0.000,0.747,-1
334,MI,Michigan,26,2004,MI2004,0.540,0.1,53.9,54.1,0.482,0.473,-0.108,0.001,-0.110,-0.105,0.108,-0.103,-0.120,-0.080,-0.064,-0.059,2,110,52,4,MI4,5,110,Y,,0,0,0,1,0,0,1,0,0.141,0.037,0.136,0.018,0.747,-1
335,MI,Michigan,26,2006,MI2006,0.578,0.1,57.7,58.0,0.524,0.527,-0.130,0.001,-0.132,-0.127,0.130,-0.103,-0.108,-0.110,-0.036,-0.055,5,110,58,4,MI4,5,110,,,0,0,0,1,0,0,1,0,0.140,0.040,0.118,0.018,0.746,-1
336,MI,Michigan,26,2008,MI2008,0.593,0.2,59.0,59.6,0.597,0.609,-0.077,0.003,-0.083,-0.070,0.077,-0.103,-0.130,-0.053,0.009,0.004,10,110,67,4,MI4,5,110,,,0,0,0,1,0,0,1,0,0.140,0.042,0.145,0.018,0.746,-1
337,MI,Michigan,26,2010,MI2010,0.504,0.1,50.2,50.5,0.455,0.427,-0.081,0.002,-0.084,-0.078,0.081,-0.103,-0.077,-0.042,-0.082,-0.049,3,110,47,4,MI4,5,110,Y,,0,0,0,1,0,0,1,0,0.140,0.044,0.145,0.018,0.746,-1
338,MI,Michigan,26,2012,MI2012,0.553,0.1,55.2,55.4,0.482,0.464,-0.142,0.001,-0.144,-0.140,0.142,-0.137,-0.081,-0.115,-0.082,-0.070,2,110,51,5,MI5,2,110,Y,0.100,1,0,0,1,0,0,1,0,0.140,0.046,0.091,0.027,0.746,-1
339,MI,Michigan,26,2014,MI2014,0.529,0.0,52.9,52.9,0.473,0.427,-0.131,0.000,-0.131,-0.131,0.131,-0.137,-0.142,,-0.073,-0.056,0,110,47,5,MI5,2,110,Y,,0,0,0,1,0,0,1,0,0.140,0.048,0.091,0.055,0.746,-1
340,MN,Minnesota,27,1974,MN1974,0.574,0.2,56.9,57.8,0.573,0.776,0.128,0.005,0.119,0.138,0.128,0.052,,0.117,-0.007,-0.001,20,134,104,1,MN1,4,134,,,1,0,1,0,0,0,0,1,0.011,0.007,0.007,0.000,0.667,0
341,MN,Minnesota,27,1976,MN1976,0.594,0.2,59.0,59.8,0.612,0.782,0.093,0.004,0.085,0.102,0.093,0.052,0.128,0.088,0.071,0.017,15,133,104,1,MN1,4,134,,,0,0,1,0,0,0,0,1,0.011,0.007,0.007,0.000,0.667,0
342,MN,Minnesota,27,1978,MN1978,0.504,0.2,49.9,50.8,0.500,0.500,-0.008,0.005,-0.017,0.001,0.008,0.052,0.093,-0.020,-0.007,-0.004,21,134,67,1,MN1,4,134,,,0,0,1,0,0,0,0,1,0.012,0.008,0.007,0.000,0.668,0
343,MN,Minnesota,27,1980,MN1980,0.515,0.3,50.9,52.1,0.509,0.522,-0.007,0.006,-0.019,0.005,0.007,0.052,-0.008,-0.003,0.000,-0.005,25,134,70,1,MN1,4,134,,,0,0,1,0,0,0,0,1,0.013,0.008,0.007,0.007,0.669,0
344,MN,Minnesota,27,1982,MN1982,0.539,0.1,53.6,54.1,0.527,0.575,-0.003,0.003,-0.008,0.003,0.003,0.002,-0.007,-0.006,-0.037,-0.012,11,134,77,2,MN2,5,134,,,1,0,1,0,0,0,0,1,0.015,0.009,0.007,0.007,0.673,0
345,MN,Minnesota,27,1984,MN1984,0.515,0.1,51.3,51.7,0.491,0.485,-0.044,0.002,-0.048,-0.040,0.044,0.002,-0.003,-0.043,-0.030,-0.023,8,134,65,2,MN2,5,134,Y,,0,0,1,0,0,0,0,1,0.016,0.010,0.007,0.000,0.677,0
346,MN,Minnesota,27,1986,MN1986,0.549,0.1,54.6,55.2,0.555,0.619,0.021,0.003,0.015,0.027,0.021,0.002,-0.044,0.021,0.007,0.005,12,134,83,2,MN2,5,134,,,0,0,1,0,0,0,0,1,0.018,0.010,0.007,0.000,0.682,0
347,MN,Minnesota,27,1988,MN1988,0.539,0.1,53.6,54.2,0.537,0.604,0.026,0.003,0.021,0.032,0.026,0.002,0.021,0.023,-0.007,-0.002,10,134,81,2,MN2,5,134,,,0,0,1,0,0,0,0,1,0.019,0.011,0.007,0.000,0.686,0
348,MN,Minnesota,27,1990,MN1990,0.541,0.3,53.6,54.6,0.571,0.590,0.008,0.005,-0.002,0.018,0.008,0.002,0.026,0.003,0.045,0.030,22,134,79,2,MN2,5,134,,,0,0,1,0,0,0,0,1,0.021,0.012,0.007,0.015,0.690,0
349,MN,Minnesota,27,1992,MN1992,0.556,0.2,55.3,55.9,0.566,0.649,0.038,0.003,0.032,0.044,0.038,-0.008,0.008,0.039,0.022,0.010,11,134,87,3,MN3,5,134,,,1,0,1,0,0,0,0,1,0.024,0.015,0.007,0.015,0.694,0
350,MN,Minnesota,27,1994,MN1994,0.499,0.2,49.5,50.3,0.513,0.530,0.032,0.004,0.023,0.041,0.032,-0.008,0.038,0.032,0.030,0.014,12,134,71,3,MN3,5,134,Y,,0,0,1,0,0,0,0,1,0.026,0.019,0.007,0.015,0.698,0
351,MN,Minnesota,27,1996,MN1996,0.527,0.1,52.4,52.9,0.508,0.522,-0.031,0.003,-0.035,-0.026,0.031,-0.008,0.032,-0.028,-0.037,-0.018,10,134,70,3,MN3,5,134,,,0,0,1,0,0,0,0,1,0.029,0.022,0.007,0.015,0.701,0
352,MN,Minnesota,27,1998,MN1998,0.501,0.1,49.8,50.4,0.478,0.470,-0.032,0.003,-0.038,-0.026,0.032,-0.008,-0.031,-0.034,-0.030,-0.023,8,134,63,3,MN3,5,134,Y,,0,0,1,0,0,0,0,1,0.031,0.026,0.007,0.007,0.705,0
353,MN,Minnesota,27,2000,MN2000,0.517,0.2,51.3,52.0,0.491,0.485,-0.048,0.004,-0.056,-0.041,0.048,-0.008,-0.032,-0.054,-0.060,-0.025,15,134,65,3,MN3,5,134,Y,,0,0,1,0,0,0,0,1,0.034,0.029,0.015,0.007,0.709,0
354,MN,Minnesota,27,2002,MN2002,0.503,0.1,50.1,50.6,0.461,0.388,-0.119,0.003,-0.124,-0.114,0.119,-0.046,-0.048,-0.121,-0.112,-0.042,8,134,52,4,MN4,5,134,Y,,1,0,1,0,0,0,0,1,0.037,0.033,0.015,0.007,0.714,0
355,MN,Minnesota,27,2004,MN2004,0.532,0.1,53.1,53.3,0.495,0.493,-0.071,0.001,-0.073,-0.069,0.071,-0.046,-0.119,-0.070,-0.112,-0.037,2,134,66,4,MN4,5,134,Y,,0,0,1,0,0,0,0,1,0.041,0.036,0.015,0.007,0.719,0
356,MN,Minnesota,27,2006,MN2006,0.564,0.1,56.3,56.6,0.531,0.634,0.006,0.002,0.002,0.009,0.006,-0.046,-0.071,0.005,-0.090,-0.033,5,134,85,4,MN4,5,134,,,0,0,1,0,0,0,0,1,0.044,0.040,0.007,0.015,0.723,0
357,MN,Minnesota,27,2008,MN2008,0.568,0.0,56.8,56.8,0.556,0.649,0.014,0.000,0.014,0.014,0.014,-0.046,0.006,0.014,-0.030,-0.012,0,134,87,4,MN4,5,134,,,0,0,1,0,0,0,0,1,0.048,0.043,0.015,0.007,0.728,0
358,MN,Minnesota,27,2010,MN2010,0.512,0.1,51.1,51.4,0.492,0.463,-0.062,0.001,-0.065,-0.059,0.062,-0.046,0.014,-0.062,-0.060,-0.020,4,134,62,4,MN4,5,134,Y,,0,0,1,0,0,0,0,1,0.051,0.047,0.015,0.007,0.733,0
359,MN,Minnesota,27,2012,MN2012,0.549,0.1,54.8,55.0,0.518,0.545,-0.053,0.001,-0.055,-0.050,0.053,-0.061,-0.062,-0.050,-0.060,-0.030,4,134,73,5,MN5,2,134,,0.014,1,0,1,0,0,0,0,1,0.054,0.051,0.007,0.007,0.738,0
360,MN,Minnesota,27,2014,MN2014,0.516,0.1,51.4,51.8,0.478,0.463,-0.069,0.002,-0.073,-0.065,0.069,-0.061,-0.053,,-0.090,-0.038,9,134,62,5,MN5,2,134,Y,,0,0,1,0,0,0,0,1,0.058,0.054,0.007,0.015,0.743,0
361,MS,Mississippi,28,1979,MS1979,0.650,1.1,63.1,67.5,0.661,0.967,0.166,0.022,0.118,0.205,0.166,0.166,,,0.075,0.010,85,120,116,1,MS1,1,122,,,1,0,0,1,0,1,0,0,0.348,0.010,0.123,0.000,0.470,1
362,MS,Mississippi,28,1983,MS1983,0.668,1.5,64.1,69.8,0.692,0.951,0.115,0.030,0.055,0.168,0.115,0.086,0.166,,0.123,0.024,97,122,116,2,MS2,3,122,,,1,0,0,1,0,1,0,0,0.350,0.008,0.148,0.000,0.478,1
363,MS,Mississippi,28,1987,MS1987,0.667,1.4,64.0,69.5,0.684,0.926,0.093,0.028,0.036,0.146,0.093,0.086,0.115,,0.164,0.017,94,122,113,2,MS2,3,122,,,0,0,0,1,0,1,0,0,0.353,0.007,0.164,0.000,0.485,1
364,MS,Mississippi,28,1991,MS1991,0.631,1.2,60.8,65.5,0.671,0.810,0.049,0.024,0.000,0.095,0.049,0.086,0.093,,0.219,0.041,80,121,98,2,MS2,3,122,,,0,0,0,1,0,1,0,0,0.356,0.008,0.262,0.000,0.490,1
365,MS,Mississippi,28,1995,MS1995,0.604,0.9,58.7,62.2,0.685,0.723,0.014,0.018,-0.021,0.048,0.014,0.008,0.049,,0.172,0.081,79,119,86,3,MS3,2,122,,,1,0,0,1,0,1,0,0,0.359,0.011,0.287,0.000,0.489,1
366,MS,Mississippi,28,1999,MS1999,0.611,1.2,58.7,63.4,0.682,0.723,0.001,0.024,-0.046,0.049,0.001,0.008,0.014,,0.139,0.071,89,119,86,3,MS3,2,122,,,0,0,0,1,0,1,0,0,0.362,0.014,0.287,0.000,0.488,1
367,MS,Mississippi,28,2003,MS2003,0.553,1.8,51.9,58.6,0.645,0.631,0.025,0.035,-0.040,0.092,0.025,0.003,0.001,,0.107,0.092,75,122,77,4,MS4,3,122,,,1,0,0,1,0,1,0,0,0.365,0.020,0.295,0.000,0.490,1
368,MS,Mississippi,28,2007,MS2007,0.540,1.3,51.4,56.6,0.628,0.625,0.045,0.027,-0.008,0.097,0.045,0.003,0.025,,0.083,0.088,75,120,75,4,MS4,3,122,,,0,0,0,1,0,1,0,0,0.368,0.025,0.303,0.000,0.492,1
369,MS,Mississippi,28,2011,MS2011,0.522,1.6,49.1,55.4,0.485,0.484,-0.060,0.033,-0.125,0.001,0.060,0.003,0.045,,-0.066,-0.037,77,122,59,4,MS4,3,122,Y,,0,0,0,1,0,1,0,0,0.370,0.031,0.287,0.000,0.494,1
370,MO,Missouri,29,1972,MO1972,0.547,0.3,54.2,55.2,0.555,0.595,0.001,0.005,-0.009,0.011,0.001,-0.035,,0.023,0.028,0.008,35,163,97,1,MO1,5,163,,,1,0,1,0,0,0,0,1,0.103,0.009,0.080,0.000,0.697,0
371,MO,Missouri,29,1974,MO1974,0.625,0.3,61.8,63.1,0.642,0.693,-0.056,0.007,-0.070,-0.042,0.056,-0.035,0.001,-0.035,0.046,0.017,65,163,113,1,MO1,5,163,,,0,0,1,0,0,0,0,1,0.103,0.010,0.080,0.000,0.693,0
372,MO,Missouri,29,1976,MO1976,0.618,0.4,61.0,62.7,0.645,0.685,-0.051,0.009,-0.068,-0.034,0.051,-0.035,-0.056,-0.005,0.068,0.027,80,162,111,1,MO1,5,163,,,0,0,1,0,0,0,0,1,0.103,0.010,0.080,0.000,0.689,0
373,MO,Missouri,29,1978,MO1978,0.637,0.4,63.0,64.5,0.673,0.718,-0.057,0.008,-0.072,-0.042,0.057,-0.035,-0.051,0.007,0.052,0.036,50,163,117,1,MO1,5,163,,,0,0,1,0,0,0,0,1,0.104,0.011,0.080,0.000,0.685,0
374,MO,Missouri,29,1980,MO1980,0.597,0.6,58.6,60.8,0.644,0.681,-0.012,0.011,-0.034,0.009,0.012,-0.035,-0.057,0.046,0.113,0.047,75,163,111,1,MO1,5,163,,,0,0,1,0,0,0,0,1,0.104,0.011,0.098,0.000,0.681,0
375,MO,Missouri,29,1982,MO1982,0.593,0.5,58.2,60.3,0.631,0.677,-0.008,0.010,-0.028,0.012,0.008,-0.009,-0.012,0.031,0.090,0.039,68,161,109,2,MO2,5,163,,,1,1,0,0,0,0,0,1,0.105,0.011,0.074,0.000,0.684,0
376,MO,Missouri,29,1984,MO1984,0.563,0.7,55.1,57.7,0.606,0.660,0.034,0.013,0.007,0.058,0.034,-0.009,-0.008,0.078,0.117,0.042,106,162,107,2,MO2,5,163,,,0,1,0,0,0,0,0,1,0.105,0.011,0.074,0.000,0.687,0
377,MO,Missouri,29,1986,MO1986,0.579,0.5,56.8,59.0,0.623,0.681,0.023,0.011,0.001,0.044,0.023,-0.009,0.034,0.047,0.101,0.044,80,163,111,2,MO2,5,163,,,0,1,0,0,0,0,0,1,0.106,0.012,0.074,0.000,0.690,0
378,MO,Missouri,29,1988,MO1988,0.581,0.6,56.9,59.4,0.617,0.644,-0.018,0.012,-0.043,0.006,0.018,-0.009,0.023,0.029,0.083,0.036,87,163,105,2,MO2,5,163,,,0,1,0,0,0,0,0,1,0.106,0.012,0.080,0.000,0.693,0
379,MO,Missouri,29,1990,MO1990,0.588,0.8,57.3,60.4,0.635,0.601,-0.075,0.016,-0.107,-0.045,0.075,-0.009,-0.018,-0.025,0.046,0.047,90,163,98,2,MO2,5,163,,,0,1,0,0,0,0,0,1,0.107,0.012,0.080,0.000,0.696,0
380,MO,Missouri,29,1992,MO1992,0.568,0.6,55.6,57.9,0.585,0.620,-0.016,0.012,-0.038,0.008,0.016,-0.026,-0.075,0.009,0.021,0.018,66,163,101,3,MO3,5,163,,,1,1,0,0,0,0,0,1,0.108,0.014,0.080,0.000,0.696,0
381,MO,Missouri,29,1994,MO1994,0.524,0.6,51.2,53.6,0.545,0.534,-0.013,0.012,-0.038,0.010,0.013,-0.026,-0.016,0.024,0.028,0.021,64,163,87,3,MO3,5,163,,,0,1,0,0,0,0,0,1,0.109,0.016,0.074,0.000,0.695,0
382,MO,Missouri,29,1996,MO1996,0.535,0.5,52.5,54.6,0.545,0.540,-0.030,0.011,-0.052,-0.009,0.030,-0.026,-0.013,-0.015,0.015,0.010,59,163,88,3,MO3,5,163,,,0,1,0,0,0,0,0,1,0.110,0.017,0.074,0.000,0.695,0
